date,person,miles
2024-12-04,Robert Ramirez,7.4
2023-05-22,Chris Williams,1.8
2024-03-15,Karen Moore,1.5
2024-02-03,William Taylor,5.1
2024-02-26,Nancy Ramirez,16.5
2024-04-26,Donna Flores,2.9
2024-01-25,Lisa Jones,14.0
2024-02-26,Chris Williams,2.8
2024-11-20,Donna White,4.7
2024-12-28,Maria Williams,7.4
2023-04-01,Christopher Wilson,9.2
2024-05-06,Mark Torres,9.8
2024-11-14,Chris Flores,16.8
2023-04-11,William Wright,4.7
2023-09-04,Elizabeth Torres,15.2
2023-08-22,Lisa Jones,19.7
2024-06-01,Ashley Walker,5.8
2024-05-19,Daniel Young,16.1
2024-11-13,Richard Wright,13.3
2023-02-05,Christopher Lee,3.3
2024-04-24,Emily Martinez,4.6
2023-04-07,Nancy Jackson,1.9
2023-09-25,Karen Flores,1.4
2023-06-01,Robert Johnson,1.5
2023-04-28,Mike Thomas,7.0
2024-12-28,Robert Wilson,9.3
2024-03-19,Emily Perez,5.8
2023-06-27,Michael King,10.0
2023-10-02,Joseph Williams,3.1
2023-01-24,Elizabeth Sanchez,14.8
2024-11-22,Matthew Hill,8.7
2024-12-08,Mike Wright,6.7
2023-06-09,Jessica Taylor,3.3
2023-09-24,David Robinson,19.2
2024-02-26,Michael Martinez,8.7
2024-04-04,Jennifer Garcia,3.4
2024-11-22,Amy Brown,5.4
2023-03-21,Stephanie Davis,2.1
2023-03-05,Nancy Harris,2.7
2023-03-07,Donna Young,8.4
2024-11-14,Kimberly Nguyen,2.9
2024-12-20,Mark Nguyen,13.8
2024-04-15,Elizabeth Thomas,6.4
2023-10-14,Joseph Hernandez,2.5
2024-03-20,Elizabeth Wright,6.5
2023-05-19,Donna Young,9.4
2024-03-19,James Hill,1.6
2024-03-14,Chris Hernandez,3.7
2023-01-18,Michelle Ramirez,2.7
2023-09-25,Michelle Ramirez,2.9
2023-03-20,Joshua Wilson,4.7
2023-03-31,Elizabeth Thompson,1.5
2024-07-27,Laura Clark,12.9
2024-10-16,Joshua Wilson,5.7
2023-05-02,Michael Thomas,18.4
2024-01-11,Ashley Ramirez,2.5
2024-10-17,Mark Anderson,6.2
2024-02-07,John Allen,5.1
2023-12-07,Jessica Thomas,6.4
2023-06-02,Karen Moore,2.3
2024-05-18,Betty Miller,13.0
2024-03-29,Karen Sanchez,19.4
2024-07-13,Mike Wright,7.7
2023-04-29,William Lopez,17.4
2024-08-19,Michael Martinez,5.9
2024-05-17,Lisa Jones,13.1
2024-05-30,Mike Williams,6.0
2024-05-09,Donna Torres,10.1
2023-05-20,Christopher Lee,7.4
2024-03-03,Chris White,9.5
2024-07-29,Laura Sanchez,2.6
2023-02-17,Donna Flores,2.2
2024-08-06,Thomas Rodriguez,6.0
2024-01-11,Jane Lewis,3.5
2024-01-24,Robert Johnson,2.3
2023-08-11,Ashley Walker,9.6
2024-01-27,Michelle Gonzalez,3.3
2024-03-06,Robert Johnson,2.0
2023-12-30,Kevin Taylor,10.3
2024-04-05,Mark Jones,11.1
2023-10-26,Mark Anderson,7.5
2023-11-10,Lisa Martinez,7.5
2023-06-23,John Brown,10.5
2024-04-15,Daniel Davis,9.8
2024-12-22,Michael Allen,1.0
2023-06-21,Daniel Young,12.8
2023-03-31,William Sanchez,5.6
2023-05-21,Michelle Hernandez,6.7
2024-04-28,Maria Walker,2.8
2023-01-29,Mike Wright,6.9
2023-02-08,Kevin Wilson,10.0
2024-12-16,John Nguyen,13.6
2023-03-31,Laura Thomas,2.5
2023-12-08,Kimberly Robinson,3.0
2024-08-14,Amanda Allen,5.1
2024-01-16,Linda Jones,10.7
2023-04-24,Mike King,1.9
2023-02-14,Christopher Thomas,8.9
2024-08-04,Mike Sanchez,1.8
2024-02-16,Laura Robinson,4.9
2023-11-22,Amanda Allen,11.9
2023-08-10,Mike Wright,6.7
2024-06-05,Karen Smith,2.5
2024-12-20,Elizabeth Taylor,2.9
2023-07-23,Donna Flores,2.9
2023-01-24,Stephanie Scott,3.0
2023-02-03,Mark Jones,7.4
2023-06-02,Kimberly Nguyen,0.5
2024-01-12,Sarah King,2.1
2023-02-04,Joseph Hernandez,3.4
2024-08-02,Laura Lewis,6.4
2024-09-26,Amy King,8.6
2024-04-10,Joseph Gonzalez,9.2
2024-11-06,Stephanie Hill,8.5
2023-01-10,Mark Anderson,6.5
2023-08-28,Michelle Ramirez,4.1
2024-12-28,Brian Hill,9.2
2024-08-05,Thomas Rodriguez,3.3
2023-03-29,Donna Young,7.4
2024-07-15,Elizabeth Martin,2.5
2024-03-24,Mike Wright,5.2
2024-07-23,Ashley Davis,9.7
2024-07-31,Joshua Harris,18.1
2024-11-30,Emily Jones,12.0
2023-07-21,Matthew Hill,11.9
2024-02-06,Laura Johnson,0.9
2023-10-13,Elizabeth Taylor,0.7
2024-10-10,John Moore,3.8
2024-12-28,Stephanie Garcia,4.7
2023-12-15,Stephanie Hill,16.6
2023-08-05,Laura Young,0.5
2024-02-10,Laura Lewis,5.7
2023-03-26,Christopher Jones,1.9
2023-04-25,Elizabeth Torres,13.1
2023-07-25,Elizabeth Taylor,1.3
2023-03-21,Sarah Sanchez,10.3
2023-10-13,Maria Williams,4.8
2024-12-26,Joshua Nguyen,11.0
2023-09-20,Donna Flores,2.9
2024-12-15,Paul Smith,9.3
2023-03-25,Elizabeth Nguyen,2.0
2023-02-20,Jane Jones,11.6
2023-08-03,Joseph King,4.4
2024-03-25,Matthew Rodriguez,0.7
2023-11-28,Brian Gonzalez,8.5
2024-02-04,Mark Martinez,4.8
2023-10-15,Ashley Miller,0.9
2023-12-27,Jane Young,1.6
2024-02-24,Joshua Harris,19.5
2023-04-21,Robert Wilson,5.4
2024-08-04,Thomas Hill,3.3
2023-05-28,Christopher Wilson,5.4
2023-09-18,William Sanchez,11.5
2023-05-22,Amanda Allen,9.9
2023-04-28,David Johnson,9.7
2023-01-10,William Lopez,14.7
2024-06-07,Chris Thompson,8.9
2024-01-07,Chris Hernandez,3.4
2024-07-11,Michelle Gonzalez,6.2
2024-05-02,Mark Jones,10.1
2024-11-20,Mark Moore,2.4
2024-06-03,Mark Nguyen,11.2
2024-03-14,Michael Martinez,10.0
2024-03-17,Karen Flores,1.1
2024-06-10,Stephanie Scott,4.5
2024-02-22,Mike King,1.5
2023-03-04,Robert Ramirez,6.8
2023-12-27,Betty Smith,2.1
2023-01-12,Ashley Walker,11.3
2024-01-30,Michelle Ramirez,2.7
2024-01-25,Elizabeth Thomas,4.1
2024-05-22,Mark Walker,12.8
2023-11-30,Linda Jones,10.2
2023-07-28,Karen Young,6.2
2024-10-24,Donna Young,7.2
2024-12-02,Stephanie Davis,1.4
2024-12-14,Elizabeth Thomas,6.8
2023-08-08,Mike Thomas,8.0
2024-05-04,Jane Young,3.7
2024-12-09,Linda Lopez,4.5
2023-06-28,Elizabeth Gonzalez,6.9
2023-04-11,Mark Scott,2.6
2023-03-14,Sarah King,2.1
2023-02-10,David Robinson,11.3
2024-02-13,Amanda Hill,2.6
2023-02-13,Charles Clark,4.8
2024-08-20,Betty Allen,2.4
2024-10-18,Elizabeth Taylor,1.7
2024-02-08,Nancy Jackson,4.5
2024-12-11,Chris Ramirez,4.7
2024-10-07,Mark Jones,7.9
2024-03-27,Daniel Young,15.4
2023-01-31,Karen Young,6.7
2023-07-01,Mark Scott,2.9
2024-01-04,Elizabeth Nguyen,1.3
2023-03-25,Elizabeth Thomas,5.3
2024-08-23,Laura Robinson,4.8
2023-04-02,Amy King,7.3
2023-06-22,Joshua Nguyen,14.2
2024-12-04,Donna Flores,2.6
2023-08-06,Betty Martin,2.2
2023-10-01,Sarah Sanchez,6.8
2023-02-19,Amanda Robinson,6.9
2023-04-13,Christopher Johnson,0.8
2024-01-17,Jennifer Robinson,2.0
2023-07-03,Mike Young,9.5
2024-06-04,Kimberly White,5.5
2024-09-03,Mark Scott,3.0
2023-03-26,Maria Jackson,1.2
2024-12-24,Stephanie Scott,6.4
2023-02-16,Daniel Young,18.0
2024-09-08,Chris Williams,2.6
2023-01-04,Thomas Wilson,0.8
2024-10-21,Linda Jones,5.8
2024-11-24,Michael Robinson,10.5
2024-02-07,Christopher Hill,12.4
2024-10-08,Betty Rodriguez,15.8
2023-02-20,Karen Sanchez,11.5
2023-01-24,Stephanie Hill,15.5
2024-07-02,Jane Young,3.0
2023-08-20,Jane Young,3.4
2023-05-24,Joshua Wilson,3.5
2023-02-14,Betty Robinson,9.2
2024-01-28,Richard Wright,19.8
2024-11-13,Paul Smith,5.9
2023-03-08,Kevin Taylor,10.8
2024-12-17,Amanda Scott,7.1
2023-11-16,Maria Jackson,0.9
2023-01-13,Joseph Lopez,10.1
2023-04-02,Chris Hernandez,2.9
2023-05-07,Betty Sanchez,4.5
2023-10-16,Lisa Walker,18.8
2024-04-06,Daniel Young,10.7
2023-05-08,Matthew Allen,14.4
2023-04-01,Christopher Wilson,7.4
2023-05-30,Amanda Allen,6.0
2023-03-26,Christopher Lee,4.0
2023-06-06,Chris Thompson,8.2
2024-10-21,Lisa Walker,14.2
2023-10-24,Matthew Rodriguez,1.5
2023-10-17,John Allen,5.5
2023-12-22,Paul Lopez,7.4
2024-04-07,Thomas Hill,3.8
2023-05-01,Sarah Jackson,3.4
2024-07-21,William Wright,3.8
2024-05-02,Emily Martinez,7.1
2023-12-22,David Robinson,10.3
2024-07-09,Betty Martin,2.1
2024-04-01,Nancy Harris,2.0
2023-05-20,John Moore,4.7
2023-03-05,Kimberly Robinson,7.0
2023-05-25,Laura Robinson,3.5
2023-12-28,Stephanie Scott,6.5
2024-10-27,Brian Hill,15.5
2024-10-11,Ashley Ramirez,2.2
2024-12-19,Karen Torres,4.2
2024-07-24,Donna White,3.0
2024-12-28,Betty Martin,5.0
2023-01-16,Maria Walker,1.6
2023-11-04,Laura Thomas,2.5
2023-11-10,Elizabeth Wright,8.0
2024-10-04,Elizabeth Taylor,1.2
2024-12-24,Lisa Wilson,7.8
2023-04-15,Christopher Wilson,9.5
2024-10-25,Linda Jones,5.4
2024-04-23,Donna White,3.3
2023-09-08,Betty Lewis,5.4
2024-11-24,Matthew Robinson,11.2
2023-06-02,Christopher Lee,5.4
2023-01-07,Daniel Davis,9.6
2024-02-04,Jennifer Garcia,4.8
2024-11-04,Thomas Robinson,9.7
2024-12-19,Kimberly White,4.0
2023-12-28,Ashley Ramirez,1.6
2024-05-27,Kevin White,15.6
2023-09-22,Michael Taylor,3.2
2024-01-09,Laura Johnson,1.8
2023-02-18,Elizabeth Sanchez,9.6
2023-08-24,Jane Jones,8.6
2023-08-23,Matthew Rodriguez,2.2
2024-06-11,Mike Thomas,4.0
2024-09-10,Christopher Lee,3.5
2024-01-27,Sarah Sanchez,6.4
2023-03-02,Jessica Thomas,9.4
2023-08-25,Kimberly Nguyen,1.7
2024-06-12,Daniel Davis,5.1
2024-06-17,Christopher Perez,11.2
2024-08-26,Kimberly White,6.5
2023-04-30,Michelle Hernandez,3.0
2023-08-13,Kimberly Nguyen,1.9
2023-06-04,William Wilson,3.2
2023-10-01,Jane Lewis,4.3
2024-10-04,Christopher Wilson,6.6
2023-05-27,Linda Jones,7.8
2023-10-02,Amanda Scott,8.5
2023-03-16,Christopher Perez,5.7
2024-07-26,Mark Moore,0.6
2023-04-02,Laura Young,2.8
2023-10-21,Amanda Robinson,7.1
2024-08-03,Lisa Walker,10.7
2023-03-08,Thomas Robinson,10.5
2023-07-20,Kevin White,15.1
2024-12-10,Daniel Young,17.2
2023-11-21,Linda Lopez,4.8
2023-02-10,John Moore,3.4
2023-03-25,Daniel Young,11.1
2024-09-16,Chris Thompson,13.1
2023-09-11,Jane Jones,10.0
2024-05-24,Lisa Martinez,6.6
2024-09-16,Chris Thompson,16.1
2024-06-11,Mark Walker,15.8
2024-04-10,Kimberly Nguyen,0.5
2023-09-21,Ashley Davis,11.1
2024-09-18,Christopher Lee,7.5
2024-05-25,John Nguyen,15.7
2024-10-21,Joseph King,2.1
2024-08-04,Mark Rodriguez,2.5
2023-08-22,Betty Sanchez,4.1
2024-03-16,Joseph Gonzalez,17.6
2023-07-03,Laura Young,0.7
2024-11-18,David Hill,15.7
2023-01-16,Robert Young,4.1
2024-11-08,Mike Wright,3.8
2023-03-26,David Thomas,10.5
2023-09-23,William Smith,2.3
2024-11-06,Mark Moore,1.4
2023-04-18,Elizabeth Gonzalez,5.6
2023-06-23,Jessica Taylor,3.7
2024-07-23,Paul Smith,11.2
2024-04-22,Joseph Lopez,17.6
2023-03-14,Mark Lewis,19.3
2024-02-08,Chris Ramirez,2.9
2023-03-29,Kimberly Miller,2.4
2024-08-26,Emily Martinez,7.2
2024-06-25,Richard Ramirez,4.6
2023-08-16,Karen Torres,7.7
2024-08-24,Ashley Miller,1.8
2024-11-12,Robert Wilson,6.6
2023-08-22,Robert Thompson,12.0
2023-10-05,Thomas Wilson,1.5
2023-06-07,Elizabeth Taylor,2.6
2024-12-21,Joshua Harris,19.4
2024-05-13,Laura Young,1.3
2023-05-12,Thomas Scott,1.2
2023-12-22,Michael Martinez,10.7
2024-06-03,Laura Clark,8.4
2023-01-06,Joseph White,5.2
2023-01-14,Daniel Davis,11.7
2023-02-06,Mark Moore,2.4
2023-02-25,David Smith,3.3
2023-06-03,David Thomas,15.0
2024-12-14,James Hill,1.1
2024-12-11,Mike Young,9.7
2023-06-29,Laura Lewis,5.4
2024-07-25,Chris Ramirez,5.0
2023-02-13,Kimberly Miller,3.4
2024-04-11,Chris Thompson,15.5
2024-02-11,Betty Miller,13.5
2024-03-14,Betty Smith,2.4
2024-04-02,Amanda Hill,1.0
2023-10-06,Sarah Wright,7.2
2024-11-22,Joseph Lopez,16.2
2023-11-30,Karen Sanchez,11.0
2023-09-10,Lisa Walker,9.9
2024-12-03,Jane Lewis,3.5
2024-09-15,Nancy Harris,0.8
2024-08-18,Kimberly White,6.9
2024-07-25,Matthew Wright,8.9
2024-05-27,Robert Young,1.8
2023-07-14,Robert Ramirez,7.1
2023-12-16,Sarah Wright,5.7
2023-08-01,Jane Jones,6.7
2023-01-14,Christopher Jones,3.7
2023-06-12,Emily Martinez,4.4
2024-03-29,Richard Wright,10.3
2023-03-15,Emily Perez,7.6
2024-10-19,Elizabeth Torres,16.6
2023-06-24,Joshua Harris,18.0
2023-05-21,Lisa Martinez,4.9
2024-08-07,Donna Young,10.6
2023-12-29,John Nguyen,13.0
2023-03-24,Sarah Harris,4.7
2023-09-29,Elizabeth Torres,14.0
2023-12-01,Mark Rodriguez,1.8
2023-01-08,Betty Miller,18.7
2024-05-09,Sarah Sanchez,8.1
2024-02-18,Matthew Robinson,10.3
2023-08-20,Jessica Taylor,3.8
2023-07-29,Mark Walker,14.0
2023-05-12,Chris Hernandez,1.7
2024-03-30,William Torres,3.4
2023-12-30,Michelle Gonzalez,7.4
2023-11-19,Christopher Perez,8.9
2024-08-20,Kimberly Miller,4.4
2024-01-26,Mike White,6.4
2024-08-16,Lisa Clark,3.0
2023-09-29,Linda Rodriguez,5.7
2023-07-24,Laura Clark,13.5
2023-01-21,Ashley Ramirez,0.9
2024-07-27,Elizabeth Taylor,0.7
2024-08-10,Ashley Miller,2.9
2024-07-27,Stephanie Davis,0.6
2023-01-18,Amy Brown,8.6
2024-04-23,Joshua Taylor,6.5
2024-12-27,Mark Moore,2.0
2024-07-06,Laura Thomas,0.7
2023-01-01,Daniel Davis,5.4
2024-01-08,Mike Wright,6.5
2023-10-24,Maria Williams,7.3
2023-06-06,Emily Jones,7.0
2024-12-02,Mike Sanchez,2.3
2024-06-26,Ashley Miller,0.7
2023-01-21,Daniel Young,15.1
2023-01-24,Stephanie Thompson,2.5
2024-07-04,Jane Lewis,6.7
2023-02-09,Laura Clark,17.8
2024-09-23,Kevin White,13.4
2023-01-03,Michelle Gonzalez,4.5
2024-03-11,David Hill,8.3
2023-09-19,Christopher Hill,18.5
2024-02-27,Jane Jones,5.8
2024-06-27,Lisa Wilson,9.7
2024-11-05,Michael Thomas,12.1
2023-08-04,William Lewis,3.7
2023-12-20,Ashley Garcia,10.8
2023-08-22,Donna Flores,2.5
2023-05-10,John Johnson,8.9
2023-11-03,Christopher Thomas,5.5
2024-12-28,Betty Lewis,7.1
2023-02-20,Michelle Ramirez,4.5
2024-12-22,Karen Smith,3.3
2023-06-03,Paul Smith,11.5
2023-04-30,Elizabeth Martin,2.5
2023-10-16,Joseph Williams,4.0
2024-10-27,Chris Flores,8.9
2023-07-29,Laura Brown,2.2
2023-02-16,Kevin Wilson,9.4
2024-07-05,Sarah Sanchez,10.4
2023-06-21,Robert Young,2.0
2023-11-27,William Sanchez,8.2
2024-02-22,Michelle Ramirez,3.9
2023-10-28,Nancy Ramirez,9.7
2024-07-26,Mike Thomas,7.1
2023-03-19,Lisa Clark,2.6
2024-09-12,Kimberly Nguyen,1.8
2023-04-26,Kimberly Miller,3.2
2024-06-12,Lisa Clark,4.7
2024-01-15,Donna White,1.8
2024-01-08,Sarah King,0.8
2023-04-30,Elizabeth Young,6.4
2024-11-24,Michael Thomas,14.6
2024-08-26,William Wright,3.6
2023-05-28,Ashley Walker,8.0
2023-07-20,Maria Williams,7.4
2023-11-06,Paul Taylor,19.2
2024-09-27,Christopher Perez,5.5
2024-09-10,Mike King,0.6
2023-11-06,Amanda Allen,5.9
2023-03-25,Elizabeth Nguyen,2.3
2023-11-27,John Nguyen,8.8
2024-05-09,Jessica Wright,14.1
2023-05-21,Donna Young,6.4
2024-10-23,Richard Smith,1.6
2023-03-23,Kimberly Nguyen,2.1
2024-02-27,John Smith,3.7
2024-01-17,Nancy Ramirez,13.7
2023-01-08,Stephanie Garcia,4.3
2023-12-21,John Smith,7.5
2023-06-10,Michael Thomas,13.0
2024-04-14,Mark Lewis,16.8
2024-11-22,Nancy Wilson,3.9
2024-01-28,Jane Jones,8.6
2023-02-18,Laura Robinson,3.9
2024-06-02,Lisa Wilson,5.9
2024-07-30,Robert Thompson,5.6
2024-11-01,Charles Clark,5.8
2024-06-16,Mark Anderson,7.9
2024-05-02,Matthew Hill,8.1
2024-07-20,Kimberly Miller,5.0
2024-07-30,Jessica Thomas,7.7
2023-05-14,Elizabeth Martin,4.9
2024-05-29,Betty Miller,19.7
2023-11-10,Laura Thomas,1.2
2024-02-23,Linda Lopez,4.9
2024-05-16,Stephanie Garcia,2.2
2024-08-23,Paul Taylor,16.8
2023-06-02,Joseph Williams,3.4
2023-10-03,Amanda Allen,9.7
2023-10-09,Stephanie Garcia,4.1
2024-03-25,Karen Young,7.2
2024-06-09,John Brown,5.9
2023-12-09,David Hill,18.6
2023-11-11,Ashley Walker,5.3
2023-06-20,Paul Taylor,16.1
2023-02-28,Chris White,15.8
2023-02-27,Joshua Wilson,3.1
2023-10-23,Joseph King,3.6
2024-12-04,Elizabeth Wright,7.3
2024-05-10,Thomas Hill,7.6
2024-02-09,Michael Allen,1.0
2024-01-09,Sarah Sanchez,7.0
2023-11-04,Joshua Taylor,5.7
2024-06-28,Elizabeth Nguyen,1.5
2024-11-19,Paul Smith,5.1
2024-09-24,Mike Sanchez,1.5
2023-09-29,Brian Gonzalez,6.9
2023-10-08,Lisa Wilson,7.8
2024-12-24,Linda Rodriguez,9.1
2023-05-22,Robert Wilson,11.6
2024-06-30,Richard Wright,16.1
2023-11-22,Michelle Gonzalez,4.9
2023-07-18,David Thomas,13.2
2024-08-12,Ashley Ramirez,1.3
2024-01-17,Lisa Jones,8.7
2023-06-30,Emily Perez,9.8
2023-08-12,Robert Ramirez,7.3
2023-04-18,Mark Jones,10.9
2023-06-26,Brian Hill,14.3
2024-08-19,Elizabeth Sanchez,17.6
2023-01-31,Mark Nguyen,19.0
2023-01-09,John Johnson,8.0
2023-07-07,David Smith,5.6
2023-05-07,William Sanchez,7.1
2024-04-26,Michelle Hernandez,4.7
2024-06-24,Richard Wright,10.4
2024-05-01,Jessica Taylor,2.9
2023-12-23,Chris White,14.6
2024-02-18,James Lopez,13.8
2024-08-02,Michael Robinson,16.6
2023-04-04,Mike White,7.9
2023-04-13,Matthew Hill,9.9
2024-08-28,Betty Miller,9.4
2024-05-23,Stephanie Scott,7.4
2024-12-20,Chris Hernandez,3.7
2024-11-06,Paul Taylor,19.9
2023-10-11,Michael Allen,1.1
2024-03-04,Matthew Allen,13.9
2024-08-01,Linda Lopez,3.2
2023-03-15,Matthew Hill,5.6
2023-12-15,Chris Williams,1.7
2023-05-30,Jennifer Robinson,3.8
2024-07-05,Kimberly Robinson,3.4
2024-07-08,Christopher Perez,8.5
2024-09-04,Kimberly White,6.4
2024-02-25,Stephanie Garcia,1.8
2023-06-22,Robert Young,3.3
2023-04-15,Charles Clark,4.1
2023-11-12,William Lewis,5.0
2024-09-17,Mark Torres,19.1
2024-03-10,William Lopez,13.0
2024-12-14,William Torres,5.6
2024-05-16,Karen Young,5.9
2023-01-23,Mark Walker,17.5
2024-09-06,John Lee,6.1
2023-12-09,Karen Smith,3.0
2024-02-05,Michelle Ramirez,2.8
2023-08-16,Chris Thompson,12.3
2023-10-20,Matthew Hill,11.2
2023-01-02,Mark Scott,3.0
2024-05-24,Maria Sanchez,5.8
2023-04-18,Thomas Rodriguez,4.4
2024-10-05,Mike White,8.0
2023-08-29,Robert Ramirez,5.5
2023-03-31,Emily Perez,11.1
2023-11-06,Robert Thompson,9.1
2024-10-08,William Smith,2.5
2023-10-19,Mike Young,15.0
2024-01-03,Maria Williams,6.3
2023-02-08,Elizabeth Young,3.7
2023-11-13,Robert Johnson,0.7
2024-01-30,Robert Young,3.9
2024-08-30,Betty Lewis,7.4
2023-10-24,Karen Smith,4.0
2023-07-09,Joseph Hernandez,1.6
2024-03-02,Kevin Wilson,6.0
2024-07-24,Nancy Harris,0.8
2023-05-09,Mike Wright,7.5
2023-05-18,Sarah Wright,6.7
2023-04-24,Michelle Ramirez,2.7
2023-09-14,Michelle Ramirez,2.1
2023-12-20,William Lopez,14.0
2024-05-08,Laura Sanchez,3.9
2024-05-26,Charles Clark,6.2
2024-02-17,Matthew Young,2.5
2023-03-03,Linda Rodriguez,10.1
2024-11-23,Matthew Wright,8.6
2023-05-13,Mark Torres,11.8
2023-02-27,Brian Hill,12.4
2023-04-24,Betty Allen,2.0
2024-04-11,Betty Lewis,4.4
2023-05-01,Betty Rodriguez,9.3
2023-11-09,Mark Torres,19.9
2024-06-13,Kimberly Miller,3.7
2024-07-08,Laura Thomas,1.8
2023-02-07,Robert White,6.4
2024-01-04,Elizabeth Torres,9.4
2024-05-27,Christopher Thomas,7.2
2023-09-16,Jessica Thomas,6.6
2023-07-10,Linda Rodriguez,10.0
2024-03-11,William Wilson,1.9
2023-03-20,Mark Rodriguez,2.2
2024-07-19,Robert White,3.8
2023-05-14,Michael Taylor,4.6
2024-12-02,Maria Walker,3.1
2023-09-17,Michelle Ramirez,2.9
2023-04-06,Matthew Young,1.8
2023-06-04,Mike Sanchez,1.9
2023-11-25,Emily Perez,6.3
2023-05-08,Kimberly Miller,3.0
2024-10-28,Betty Miller,16.3
2024-09-09,John Smith,4.1
2023-07-20,Mark Rodriguez,1.3
2023-01-16,Michael Allen,1.6
2023-06-26,Donna Torres,10.7
2024-03-16,Richard Smith,2.8
2024-03-25,Kevin Taylor,11.7
2024-07-31,Kimberly Robinson,6.3
2023-05-31,Donna White,4.1
2023-06-07,Sarah Harris,5.7
2024-10-15,Sarah King,2.3
2023-06-30,Donna Young,7.6
2023-11-04,Emily Perez,9.3
2024-06-11,Mike King,1.5
2024-11-01,Christopher Jones,4.2
2024-11-02,Laura Lewis,6.1
2024-03-08,Elizabeth Thompson,2.0
2024-06-15,Robert Thompson,7.2
2023-06-19,Robert Young,3.3
2024-11-25,Linda Rodriguez,6.0
2024-10-31,Matthew Wright,8.7
2023-11-21,Elizabeth Gonzalez,7.9
2023-11-08,Mark Martinez,3.9
2024-07-27,John Brown,10.0
2023-08-25,Ashley Garcia,7.6
2024-12-29,Maria Sanchez,5.1
2024-10-03,Matthew Robinson,6.4
2023-12-11,Karen Torres,3.3
2023-05-19,Amanda Robinson,4.9
2024-07-29,John Moore,4.4
2023-08-19,Robert Jones,14.5
2023-09-24,Mark Jones,7.8
2023-08-06,William Lewis,6.4
2024-03-16,Daniel Young,15.7
2023-06-21,Elizabeth Martin,2.6
2024-12-13,Daniel Young,18.4
2024-04-24,Richard Ramirez,4.2
2023-06-24,Mark Anderson,5.3
2023-10-30,Kimberly Robinson,5.8
2024-04-15,John Smith,7.0
2023-06-29,Kevin White,13.2
2024-11-08,Joshua Taylor,10.4
2024-07-18,Linda Jones,5.8
2023-09-28,Karen Young,6.0
2024-03-03,William Lewis,7.8
2024-06-22,Kimberly Miller,3.5
2024-04-20,Donna Young,10.5
2024-12-14,Robert Jones,16.3
2024-10-29,Maria Jackson,2.7
2024-09-12,John Allen,6.3
2023-07-21,Betty Allen,2.0
2024-04-16,Betty Sanchez,3.1
2023-11-23,William Wright,4.5
2024-11-10,Richard Ramirez,4.1
2023-10-28,Matthew Young,1.5
2023-10-28,Daniel Young,17.2
2023-08-02,Joshua Nguyen,19.1
2024-09-20,Brian Perez,2.0
2024-08-11,Amanda Robinson,6.6
2024-05-03,Laura Young,1.1
2024-04-10,Mike King,2.9
2024-12-18,Jessica Wright,18.3
2023-05-17,Laura Johnson,1.9
2023-03-25,Stephanie Davis,1.3
2024-01-15,Kimberly Nguyen,1.9
2023-03-29,Matthew Young,2.9
2024-09-29,Betty Sanchez,4.9
2024-11-25,Nancy Jackson,2.2
2023-07-17,Chris Gonzalez,16.9
2024-10-09,Michael Allen,1.2
2023-10-15,Thomas Scott,2.4
2023-02-18,Betty Robinson,5.6
2023-05-13,Sarah Wright,7.8
2024-03-03,Kimberly Nguyen,2.7
2023-12-04,Betty Martin,4.7
2024-06-10,Joseph Williams,1.7
2023-06-05,Nancy Ramirez,10.0
2023-10-08,Christopher Jones,4.9
2024-04-09,Karen Smith,3.5
2024-08-29,Ashley Garcia,8.6
2023-07-29,Ashley Miller,1.5
2024-07-29,Donna Torres,6.6
2024-11-25,David Thomas,17.8
2024-08-03,Richard Ramirez,2.6
2024-03-05,Elizabeth Sanchez,13.3
2023-05-02,Joseph White,6.2
2023-11-05,Lisa Martinez,4.1
2023-08-25,Nancy Harris,2.0
2024-07-07,Karen Moore,1.4
2024-09-16,Matthew Young,2.7
2023-11-07,Karen Smith,4.1
2024-07-31,Joseph Gonzalez,14.1
2024-01-05,Karen Smith,4.7
2023-03-12,William Wilson,4.0
2023-09-29,Thomas Wilson,2.3
2024-07-03,Mark Walker,11.6
2024-10-22,Robert Ramirez,6.0
2023-03-02,Kimberly Robinson,4.0
2024-10-16,Robert Thompson,9.9
2023-08-27,Laura Young,0.9
2023-03-15,Kevin Wilson,9.7
2023-01-08,Ashley Miller,1.1
2023-09-28,John Allen,4.9
2024-12-06,Robert Thompson,8.1
2023-02-27,Richard Wright,9.2
2024-06-02,Charles Clark,4.9
2023-09-27,Kimberly Robinson,5.3
2023-09-16,Nancy Harris,0.6
2024-09-26,Chris Gonzalez,17.3
2023-07-22,Linda Rodriguez,7.5
2024-08-31,Elizabeth Sanchez,18.5
2024-08-07,Mike Wright,6.5
2023-08-28,Thomas Robinson,9.8
2024-03-01,Sarah King,2.5
2023-12-22,David Thomas,19.4
2023-12-21,Jennifer Garcia,3.0
2023-02-17,Betty Miller,16.9
2024-04-05,Amanda Hill,1.5
2023-08-06,Robert Jones,13.8
2023-09-23,Joseph Hernandez,3.5
2024-12-06,Mark Rodriguez,1.2
2024-07-29,Michelle Gonzalez,4.1
2023-05-17,Elizabeth Gonzalez,6.3
2024-08-26,Christopher Johnson,1.3
2024-08-13,Richard Brown,8.6
2024-03-12,William Lewis,4.2
2024-06-28,Robert Thompson,7.7
2024-01-05,Chris Flores,11.8
